Unnamed: 0,title,genres
8927,lays of ancient rome,"{'literary-fiction', 'history', 'classics', 'mythology', 'literature', 'philosophy', 'historical-fiction', '20th-century', 'politics', 'fiction', 'school', 'non-fiction', 'poetry', 'historical'}"
8928,idle thoughts of an idle fellow,"{'classics', 'novella', 'novels', 'literature', 'fiction', 'comedy', '20th-century', 'essays', 'short-stories', 'philosophy', 'non-fiction', 'unfinished', 'historical-fiction', 'memoir', 'humor'}"
8929,the last hope,"{'crime', 'mystery', 'suspense', 'action', 'mystery-thriller', 'fiction', 'thriller'}"
8930,tom grogan,"{'classics', 'fiction'}"
8931,fiftyone tales,"{'horror', 'classics', 'science-fiction', 'fantasy', 'mythology', 'short-stories', 'fiction', '20th-century', 'historical-fiction', 'poetry', 'speculative-fiction', 'theology'}"
8932,democracy and education,"{'education', 'history', 'sociology', 'classics', 'psychology', 'reference', 'philosophy', 'fiction', 'politics', '20th-century', 'science', 'school', 'non-fiction', 'read-for-school', 'economics', 'american'}"
8933,eves diary complete,"{'romance', 'literary-fiction', 'biography', 'mythology', 'historical-fiction', 'comedy', 'love', 'historical', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'american', 'humor', 'classics', 'religion', 'short-stories', 'adult-fiction'}"
8934,clocks,"{'contemporary', 'literary-fiction', 'crime', 'mystery', 'suspense', 'mystery-thriller', 'novels', 'literature', 'fiction', 'adult-fiction', '20th-century', 'thriller', 'adult', 'unfinished', 'american'}"
8935,evergreens,"{'romance', 'literary-fiction', 'history', 'family', 'historical-fiction', 'non-fiction', 'historical', 'novels', 'fiction', '20th-century', 'adult', 'unfinished', 'classics', 'religion', 'historical-romance', 'adult-fiction', 'chick-lit', 'realistic-fiction', 'drama'}"
8936,rackettypacketty house,"{'classics', 'science-fiction', 'fantasy', 'amazon', 'short-stories', 'fiction', 'childrens', 'humor'}"
8937,by sheer pluck,"{'adventure', 'history', 'classics', 'action', 'high-school', 'novels', 'fiction', 'historical-fiction', '20th-century'}"
8938,charles omalley i,"{'fiction', 'historical-fiction', 'history'}"
8939,stageland,"{'adventure', 'classics', 'literature', 'adult-fiction', 'comedy', 'fiction', 'non-fiction', 'humor'}"
8940,polly of the circus,{'historical-fiction'}
8941,five republics on horseback,"{'american', 'history', 'travel', 'non-fiction'}"
8942,baby mine,"{'romance', 'contemporary', 'erotica', 'novella', 'historical-romance', 'short-stories', 'contemporary-romance', 'adult'}"
8943,lassommoir,"{'romance', 'literary-fiction', 'roman', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'read-for-school', 'historical'}"
8944,philosophy ,"{'christian', 'history', 'classics', 'religion', 'psychology', 'reference', 'mythology', 'philosophy', 'fiction', 'literature', 'science', 'essays', 'non-fiction', 'unfinished', 'theology', 'spirituality'}"
8945,the mysterious affair at styles,"{'christian', 'crime', 'mystery', 'classics', 'high-school', 'mystery-thriller', 'fiction', 'thriller', 'historical'}"
8946,passing of the third floor back,"{'classics', 'novels', 'literature', 'short-stories', 'fiction', '20th-century', 'plays', 'humor'}"
8947,the fallen star,"{'science-fiction', 'writing', 'fantasy'}"
8948,the cost of kindness,"{'drama', 'short-stories'}"
8949,tales of two countries,"{'short-stories', '20th-century'}"
8950,cetywayo and his white neighbours,"{'adventure', 'history', 'biography', 'classics', 'fiction', '20th-century', 'non-fiction'}"
8951,mrs korner sins her mercies,{'short-stories'}
8952,the philosophers joke,"{'classics', 'literature', 'fiction', 'short-stories', 'philosophy', 'historical-fiction', 'humor'}"
8953,the love of ulrich nebendahl,"{'classics', 'short-stories', '20th-century', 'fiction'}"
8954,the golden sayings of epictetus,"{'history', 'classics', 'religion', 'self-help', 'philosophy', 'fiction', 'amazon', 'literature', 'non-fiction', 'historical'}"
8955,a man of means,"{'romance', 'mystery', 'classics', 'novels', 'short-stories', 'fiction', 'comedy', '20th-century', 'historical-fiction', 'historical', 'humor'}"
8956,rome,"{'romance', 'historical-fiction', 'love', 'historical', 'high-school', 'novels', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'classics', 'historical-romance', 'adult-fiction', 'young-adult', 'plays', 'drama', 'poetry'}"
8957,a little bush maid,"{'classics', 'fiction', 'historical-fiction', 'childrens', 'young-adult', 'non-fiction', 'historical'}"
8958,through the fray,"{'adventure', 'middle-grade', 'history', 'classics', 'high-school', 'novels', 'fiction', 'historical-fiction', '20th-century'}"
8959,gaspar ruiz,"{'adventure', 'drama', 'classics', 'novella', 'novels', 'literature', 'short-stories', 'historical-fiction', 'adult-fiction', 'fiction', '20th-century', 'read-for-school', 'american', 'historical'}"
8960,life in the ironmills,"{'literary-fiction', 'history', 'feminism', 'classics', 'novella', 'death', 'literature', 'fiction', 'short-stories', '20th-century', 'historical-fiction', 'adult-fiction', 'school', 'non-fiction', 'read-for-school', 'american', 'historical', 'college'}"
8961,little britain,"{'history', 'classics', 'travel', 'short-stories', 'fiction', 'american', 'historical'}"
8962,the boy captives,"{'history', 'reference', 'non-fiction'}"
8963,the vision of paradise part ,"{'history', 'mythology', 'historical-fiction', 'theology', 'spirituality', 'historical', 'college', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'school', 'read-for-school', 'unfinished', 'christian', 'classics', 'religion', 'middle-grade', 'poetry'}"
8964,the divine comedy complete,"{'history', 'mythology', 'historical-fiction', 'theology', 'spirituality', 'historical', 'horror', 'fantasy', 'novels', 'philosophy', 'literature', 'fiction', '20th-century', 'school', 'adult', 'unfinished', 'christian', 'classics', 'religion', 'poetry'}"
8965,lemorne versus huell,"{'short-stories', '20th-century', 'american', 'fiction'}"
8966,our mutual friend,"{'romance', 'literary-fiction', 'mystery', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'love', 'adult', 'historical'}"
8967,the magnificent ambersons,"{'literary-fiction', 'classics', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'adult', 'american', 'historical'}"
8968,the road to damascus,"{'literary-fiction', 'adventure', 'science-fiction', 'fantasy', 'fiction', 'war', 'science'}"
8969,two years in the forbidden city,"{'history', 'biography', 'classics', 'literature', 'fiction', 'memoir', 'non-fiction', 'historical'}"
8970,life of cicero,"{'history', 'biography', 'classics', 'read-for-school', 'art'}"
8971,orations,"{'history', 'classics', 'reference', 'philosophy', 'literature', 'essays', 'spirituality'}"
8972,the rose and the ring,"{'romance', 'middle-grade', 'classics', 'novella', 'fantasy', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'short-stories', 'humor'}"
8973,army boys in the french trenches,{'historical-fiction'}
8974,adela cathcart vol ,"{'classics', 'christian', 'historical-fiction', 'fiction'}"
8975,an amiable charlatan,"{'mystery', 'classics', 'mystery-thriller', 'fiction', 'realistic-fiction', 'thriller', 'humor'}"
8976,andrea delfin,"{'romance', 'adventure', 'roman', 'classics', 'novella', 'family', 'adult-fiction', 'short-stories', '20th-century', 'fiction'}"
8977,suppliant maidens and other plays,"{'classics', 'fantasy', 'mythology', 'fiction', 'school', 'non-fiction', 'plays'}"
8978,the afghan wars,{'history'}
8979,at agincourt,"{'adventure', 'middle-grade', 'education', 'history', 'classics', 'action', 'high-school', 'novels', 'literature', 'fiction', 'historical-fiction', 'short-stories', 'young-adult', 'read-for-school', 'coming-of-age', 'historical'}"
8980,saint augustin,"{'christian', 'history', 'biography', 'classics', 'religion', 'fiction', '20th-century', 'non-fiction'}"
8981,amiels journal,"{'history', 'biography', 'classics', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'memoir', 'non-fiction'}"
8982,akbar,"{'picture-books', 'fantasy', 'mythology', 'short-stories', 'fiction', 'historical-fiction', 'childrens', 'non-fiction'}"
8983,poetical works of akenside,"{'classics', 'poetry', 'fiction'}"
8984,maerchenalmanach auf das jahr ,"{'classics', '20th-century'}"
8985,alone,"{'romance', 'contemporary', 'adventure', 'literary-fiction', 'family', 'chick-lit', 'novels', 'fiction', 'historical-fiction', 'adult-fiction', 'realistic-fiction', 'unfinished', 'adult', 'drama', 'coming-of-age', 'historical'}"
8986,der alpenkonig und der menschenfeind,"{'literary-fiction', 'classics', 'literature', 'fiction', 'read-for-school', '20th-century', 'school', 'drama', 'plays', 'humor'}"
8987,a traveler from altruria romance,"{'history', 'classics', 'science-fiction', 'travel', 'novels', 'philosophy', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'dystopia', 'fantasy', 'american'}"
8988,amarilly of clothesline alley,"{'fiction', 'childrens', 'young-adult', 'relationships', 'coming-of-age', 'historical'}"
8989,among my books,"{'literature', 'history', 'non-fiction'}"
8990,the amber witch,"{'horror', 'classics', 'mystery-thriller', 'novels', 'fiction', 'historical-fiction', '20th-century', 'thriller', 'speculative-fiction', 'supernatural'}"
8991,the amateur gentleman,"{'romance', 'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'unfinished', 'historical'}"
8992,american institutions and their influence,"{'history', 'sociology', 'classics', 'philosophy', 'fiction', 'politics', 'amazon', 'non-fiction', 'american'}"
8993,the incomplete amorist,"{'romance', 'literary-fiction', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'adult'}"
8994,de amicitia scipios dream,"{'classics', 'philosophy', 'fiction', 'literature', 'essays', 'school', 'non-fiction'}"
8995,the ancestral footstep fragment,"{'romance', 'classics', 'novels', 'fiction', 'historical-fiction', 'american'}"
8996,annie kilburn,"{'feminism', 'classics', 'novels', 'literature', 'fiction', '20th-century', 'american'}"
8997,the works of aphra behn vol ii,"{'literary-fiction', 'poetry'}"
8998,aquis submersus,"{'history', 'classics', 'novella', 'novels', 'philosophy', 'fiction', 'short-stories', '20th-century', 'literature', 'read-for-school', 'art'}"
8999,die argonauten,"{'contemporary', '21st-century', 'feminism', 'biography', 'family', 'novels', 'philosophy', 'fiction', 'literature', 'essays', 'memoir', 'adult', 'non-fiction', 'unfinished', 'poetry', 'american', 'lgbt'}"
9000,in the arena,"{'christian', 'biography', 'fiction', 'memoir', 'non-fiction', 'historical'}"
9001,val darno,"{'classics', 'fiction'}"
9002,the lady of the aroostook,"{'classics', 'novels', 'fiction', '20th-century', 'american'}"
9003,ars recte vivende,"{'romance', 'fiction', 'mystery'}"
9004,the art of poetry,"{'romance', 'writing', 'literature', 'politics', 'essays', 'non-fiction', 'poetry', 'art'}"
9005,the ashiel mystery,"{'fiction', 'novels'}"
9006,aesthetic as science of expression,"{'literary-fiction', 'history', 'reference', 'modern', 'psychology', 'philosophy', 'fiction', 'literature', '20th-century', 'non-fiction', 'art'}"
9007,anna st ives,"{'classics', '20th-century'}"
9008,the house of atreus,"{'fiction', 'plays'}"
9009,authors of greece,"{'classics', '20th-century'}"
9010,auld licht idyls,"{'biography', 'classics', 'fiction', 'short-stories', '20th-century', 'childrens', 'historical-fiction'}"
9011,autobiography of anthony trollope,"{'history', 'biography', 'writing', 'classics', 'literature', 'fiction', '20th-century', 'memoir', 'non-fiction'}"
9012,lavare,"{'romance', 'classics', 'literature', 'fiction', 'read-for-school', '20th-century', 'comedy', 'school', 'adult', 'drama', 'plays', 'humor'}"
9013,ballad book,"{'middle-grade', 'history', 'teen', 'classics', 'comics', 'graphic-novels', 'historical-fiction', 'war', 'childrens', 'music', 'manga', 'historical'}"
9014,a fair barbarian,"{'romance', 'literary-fiction', 'classics', 'novella', 'historical-romance', 'science-fiction', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'non-fiction', 'american', 'historical', 'humor'}"
9015,the beautiful and damned,"{'romance', 'literary-fiction', 'classics', 'modern', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'adult', 'unfinished', 'american', 'historical'}"
9016,babylonian story of the deluge,"{'history', 'classics', 'non-fiction', 'religion', 'mythology', 'philosophy', 'fiction', 'speculative-fiction', 'historical'}"
9017,best british short stories,"{'literature', 'short-stories', 'fiction'}"
9018,birth control,"{'history', 'biography', 'feminism', 'classics', 'fiction', 'politics', 'science', 'non-fiction', 'unfinished'}"
9019,beaux and belles of england,"{'classics', 'fiction', 'biography', 'memoir'}"
9020,becket and other plays,"{'classics', 'fiction', 'historical-fiction', 'drama', 'plays'}"
9021,la bete humaine,"{'romance', 'literary-fiction', 'crime', 'roman', 'mystery', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'adult', 'read-for-school', 'historical'}"
9022,barnen ifran frostmofjaellet,"{'teen', 'classics', 'travel', 'novels', 'fiction', 'historical-fiction', 'childrens', 'read-for-school', 'historical'}"
9023,biographia epistolaris volume ,"{'biography', 'writing', 'classics', 'philosophy', 'fiction', 'essays', 'memoir', 'unfinished', 'poetry'}"
9024,the blue bird,"{'romance', 'adventure', 'roman', 'classics', 'modern', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'childrens', 'young-adult', 'magic', 'paranormal', 'drama', 'plays'}"
9025,the book of the dead,"{'contemporary', 'horror', 'mystery', 'science-fiction', 'fantasy', 'paranormal', 'mystery-thriller', 'short-stories', 'fiction', 'historical-fiction', 'novels', 'speculative-fiction', 'theology', 'historical', 'humor'}"
9026,books fatal to their authors,"{'history', 'biography', 'classics', 'fiction', 'non-fiction'}"
9027,the black bag,{'unfinished'}
9028,journeys through bookland v,"{'literature', 'short-stories', 'fiction', 'childrens', 'theology'}"
9029,the belgian cookbook,"{'cookbooks', 'novels', 'non-fiction'}"
9030,letters and journals vol ,"{'poetry', 'history', 'biography', 'non-fiction'}"
9031,byron letters and journals volume ,"{'comedy', 'history', 'biography', 'memoir'}"
9032,the blunderer,"{'literary-fiction', 'crime', 'mystery', 'classics', 'suspense', 'novella', 'psychology', 'mystery-thriller', 'novels', 'fiction', '20th-century', 'thriller', 'adult', 'non-fiction', 'unfinished', 'american'}"
9033,blindfolded,"{'contemporary', 'literary-fiction', 'romance', 'feminism', 'roman', 'novella', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'adult-fiction', 'adult', 'unfinished', 'american'}"
9034,simon bolivar the liberator,"{'history', 'biography', 'fiction', 'historical-fiction', 'non-fiction', 'read-for-school'}"
9035,the bride of dreams,"{'classics', 'roman'}"
9036,brave and bold,"{'manga', 'comics', 'fantasy', 'graphic-novels', 'fiction', 'young-adult', 'american', 'humor'}"
9037,the botanic garden,{'poetry'}
9038,byrons poetical works vol ,"{'classics', 'poetry', 'historical', 'literature'}"
9039,bric brac,{'american'}
9040,the shopkeeper turned gentleman,"{'romance', 'historical', 'classics', 'high-school', 'novels', 'literature', 'fiction', 'read-for-school', '20th-century', 'comedy', 'historical-fiction', 'school', 'adult', 'drama', 'poetry', 'plays', 'college', 'humor'}"
9041,bertha garlan,"{'roman', 'classics', 'novels', 'literature', 'fiction', 'read-for-school', '20th-century', 'unfinished'}"
9042,the brass bowl,"{'fiction', 'mystery-thriller', 'mystery'}"
9043,die braut von messina,"{'classics', 'philosophy', 'literature', '20th-century', 'non-fiction', 'drama', 'plays'}"
9044,robert browning how to know him,"{'history', 'biography', 'writing', 'classics', 'fiction', 'essays', 'unfinished', 'poetry', 'american'}"
9045,battle studies,"{'history', 'classics', 'reference', 'novels', 'philosophy', 'politics', 'war', '20th-century', 'non-fiction', 'historical', 'business'}"
9046,with buller in natal,"{'history', 'high-school', 'novels', 'fiction', 'historical-fiction'}"
9047,memoirs of aaron burr complete,"{'classics', 'history', 'biography', 'memoir'}"
9048,the letters of robert burns,{'poetry'}
9049,beside the bonnie brier bush,"{'short-stories', 'fiction', '20th-century'}"
9050,the box with broken seals,"{'mystery', 'classics', 'suspense', 'mystery-thriller', 'novels', 'thriller'}"
9051,the golden calf,"{'adventure', 'literary-fiction', 'crime', 'history', 'classics', 'novels', 'literature', 'fiction', 'comedy', '20th-century', 'historical-fiction', 'school', 'unfinished', 'humor'}"
9052,candido o el optimismo,"{'sociology', 'classics', 'novella', 'high-school', 'philosophy', 'fiction'}"
9053,we cant have everything,"{'romance', 'classics', 'novels', 'fiction', 'historical-fiction', 'american'}"
9054,le chteau des carpathes,"{'romance', 'adventure', 'literary-fiction', 'novella', 'historical-fiction', 'speculative-fiction', 'historical', 'horror', 'roman', 'mystery', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'vampires', 'classics', 'young-adult', 'science-fiction', 'thriller', 'supernatural'}"
9055,the cavalier,"{'romance', 'contemporary', 'history', 'historical-romance', 'paranormal', 'fantasy', 'fiction', 'historical-fiction', 'romantic-suspense', 'contemporary-romance', 'magic', 'american', 'historical', 'paranormal-romance'}"
9056,ciceros brutus or history of famous orators also his orator or accomplished speaker ,"{'history', 'roman', 'classics', 'philosophy', 'fiction', 'literature', 'non-fiction'}"
9057,catherine booth,"{'christian', 'historical', 'biography', 'non-fiction'}"
9058,chronicle of the cid,"{'classics', 'history', 'literature', 'non-fiction'}"
9059,les cinq cents millions de la begum,"{'romance', 'adventure', 'classics', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'childrens', 'dystopia', 'war', 'speculative-fiction', 'unfinished'}"
9060,cecilia vol ,"{'literary-fiction', 'history', 'classics', 'novels', 'fiction', '20th-century', 'memoir'}"
9061,celtic fairy tales,"{'history', 'classics', 'reference', 'fantasy', 'mythology', 'literature', 'short-stories', 'fiction', 'childrens', 'young-adult', 'non-fiction', 'unfinished', 'theology', 'supernatural', 'historical'}"
9062,caesar a sketch,"{'classics', 'history', 'biography', 'literature'}"
9063,the city of fire,"{'romance', 'christian', 'writing', 'classics', 'historical-romance', 'science-fiction', 'fiction', 'historical-fiction', '20th-century', 'adult', 'historical'}"
9064,the elements of character,"{'education', 'classics', 'philosophy', 'non-fiction', 'spirituality'}"
9065,a chair on the boulevard,"{'fiction', 'literary-fiction'}"
9066,the channings,"{'classics', 'fiction'}"
9067,cheri,"{'romance', 'literary-fiction', 'roman', 'erotica', 'classics', 'novella', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'love', 'adult-fiction', 'unfinished', 'historical'}"
9068,ancient china simplified,"{'history', 'classics', 'travel', 'fiction', '20th-century', 'non-fiction'}"
9069,the chosen people,"{'education', 'history', 'religion', 'fiction', 'politics', 'non-fiction'}"
9070,the columbiad,"{'poetry', 'historical-fiction', 'american'}"
9071,of captain mission,"{'20th-century', 'non-fiction'}"
9072,the court of the empress josephine,{'history'}
9073,city of endless night,"{'history', 'classics', 'science-fiction', 'fantasy', 'fiction', 'historical-fiction', 'politics', 'dystopia', 'speculative-fiction', 'drama', 'historical'}"
9074,the centaur,"{'contemporary', 'literary-fiction', 'drama', 'classics', 'modern', 'fantasy', 'novels', 'literature', 'fiction', 'mythology', '20th-century', 'family', 'adult', 'non-fiction', 'unfinished', 'school', 'american'}"
9075,king coal,"{'literary-fiction', 'history', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', 'politics', '20th-century', 'american'}"
9076,voyages of columbus vol ii,"{'history', 'biography', 'classics', 'travel', 'fiction', 'non-fiction', 'american', 'historical'}"
9077,j cole,"{'romance', 'contemporary', 'crime', 'high-school', 'fiction', 'college', 'dark', 'young-adult', 'contemporary-romance', 'school', 'drama', 'new-adult'}"
9078,linda condon,"{'classics', 'fiction'}"
9079,the conquest of america,"{'fiction', 'sociology', 'economics'}"
9080,directions for cookery,{'cookbooks'}
9081,bertram copes year,"{'classics', 'novella', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'relationships', 'american', 'historical', 'lgbt'}"
9082,le capitaine arena,"{'fiction', 'american'}"
9083,the conquest of fear,"{'philosophy', 'christian', 'spirituality'}"
9084,crucial instances,"{'literary-fiction', 'horror', 'mystery', 'classics', 'suspense', 'novella', 'fantasy', 'literature', 'short-stories', 'fiction', '20th-century', 'historical-fiction', 'american'}"
9085,cardello,"{'romance', 'contemporary', 'family', 'modern', 'fiction', 'adult-fiction', 'contemporary-romance', 'adult', 'new-adult'}"
9086,the created legend,"{'literary-fiction', 'classics', 'fantasy', 'novels', 'literature', 'fiction', 'realistic-fiction'}"
9087,the coryston family,{'novels'}
9088,the crayon papers,"{'christmas', 'classics', 'fantasy', 'fiction', 'historical-fiction', 'short-stories', 'essays', 'american'}"
9089,the caesars,"{'history', 'biography', 'roman', 'classics', 'historical-romance', 'reference', 'literature', 'fiction', 'politics', 'philosophy', 'historical-fiction', 'war', 'school', 'non-fiction', 'historical'}"
9090,the communistic societies of the united states,"{'history', 'non-fiction', 'religion', 'reference', 'fiction', 'politics', 'essays', 'economics', 'american', 'historical'}"
9091,cuba in war time,"{'classics', 'history'}"
9092,the call of the cumberlands,"{'romance', 'american'}"
9093,the forme of cury,"{'cookbooks', 'history'}"
9094,the cords of vanity,"{'fiction', 'fantasy', 'speculative-fiction'}"
9095,les caves du vatican,"{'romance', 'literary-fiction', 'adventure', 'crime', 'roman', 'mystery', 'classics', 'modern', 'novels', 'literature', 'fiction', '20th-century', 'thriller', 'adult', 'unfinished', 'historical'}"
9096,a childworld,"{'education', 'middle-grade', 'history', 'fiction', 'historical-fiction', 'childrens', 'young-adult', 'school', 'non-fiction', 'read-for-school', 'historical'}"
9097,deductive logic,"{'education', 'philosophy', 'unfinished', 'non-fiction', 'read-for-school', 'college'}"
9098,la dame de monsoreau v,"{'romance', 'adventure', 'literary-fiction', 'history', 'roman', 'classics', 'fiction', 'historical-fiction', 'childrens', 'young-adult', 'american', 'historical'}"
9099, la dame de monsoreau v,"{'romance', 'adventure', 'literary-fiction', 'history', 'roman', 'classics', 'fiction', 'historical-fiction', 'childrens', 'young-adult', 'american', 'historical'}"
9100,les desenchantees,"{'romance', 'feminism', 'writing', 'classics', 'historical-romance', 'literature', '20th-century', 'drama'}"
9101,death at the excelsior,"{'literary-fiction', 'mystery', 'classics', 'literature', 'short-stories', 'fiction', '20th-century', 'comedy', 'realistic-fiction', 'adult-fiction', 'unfinished', 'theology', 'humor'}"
9102,dutch fairy tales for young folks,"{'classics', 'reference', 'fantasy', 'mythology', 'fiction', 'realistic-fiction', '20th-century', 'childrens', 'short-stories', 'american'}"
9103,a daughter of fife,"{'romance', 'classics', 'literature', 'fiction', 'historical-fiction'}"
9104,a dog of flanders,"{'classics', 'animals', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'childrens', 'young-adult', 'school', 'historical-fiction', 'unfinished', 'art'}"
9105,die hochzeit des moenchs,"{'literature', 'fiction', 'classics'}"
9106,der diamant des geisterknigs,{'high-school'}
9107,die mitschuldigen,"{'classics', 'plays', 'literature', 'humor'}"
9108,don juan tenorio,"{'romance', 'history', 'classics', 'high-school', 'novels', 'literature', 'fiction', 'read-for-school', '20th-century', 'school', 'drama', 'poetry', 'plays'}"
9109,don juan ou le festin de pierre,"{'romance', 'classics', 'high-school', 'novels', 'literature', 'fiction', 'read-for-school', '20th-century', 'comedy', 'school', 'drama', 'plays', 'college', 'humor'}"
9110,delia blanchflower,"{'classics', '20th-century', 'novels'}"
9111,mohun or the last days of lee,{'historical-fiction'}
9112,das leiden eines knaben,"{'classics', 'fiction', '20th-century'}"
9113,the book of delight,"{'literary-fiction', 'poetry'}"
9114,les quarantecinq,"{'romance', 'adventure', 'history', 'classics', 'historical-romance', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'historical'}"
9115,die leute von seldwyla vol ,{'novels'}
9116,der mann des schicksals,"{'romance', 'history', 'biography', 'classics', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'drama', 'plays'}"
9117,the dog,"{'contemporary', 'literary-fiction', 'adventure', 'animals', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'adult-fiction', 'thriller', 'dystopia', 'adult', 'speculative-fiction', 'unfinished'}"
9118,the dolliver romance,"{'classics', 'fiction'}"
9119,domnei,"{'romance', 'adventure', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', 'speculative-fiction'}"
9120,the room in the dragon volant,"{'romance', 'horror', 'crime', 'mystery', 'classics', 'mystery-thriller', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'historical-fiction', 'graphic-novels', 'adult-fiction'}"
9121,a dreamers tales,"{'classics', 'science-fiction', 'fantasy', 'literature', 'short-stories', 'fiction', '20th-century', 'speculative-fiction', 'theology'}"
9122,dream tales and prose poems,"{'horror', 'classics', 'fantasy', 'literature', 'short-stories', 'fiction', '20th-century', 'realistic-fiction', 'poetry'}"
9123,drum taps,"{'plays', 'history', 'writing', 'classics', 'literature', 'fiction', 'read-for-school', 'war', '20th-century', 'comedy', 'non-fiction', 'drama', 'poetry', 'american', 'historical'}"
9124,daily strength for daily needs,"{'christian', 'classics', 'religion', 'self-help', 'reference', 'fiction', 'non-fiction', 'theology', 'spirituality'}"
9125,the desert and the sown,{'fiction'}
9126,dantons tod,"{'romance', 'history', 'historical', 'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'read-for-school', 'school', 'drama', 'plays'}"
9127,the duke of stockbridge,"{'romance', 'american', 'classics'}"
9128,henry dunbar,"{'adventure', 'crime', 'mystery', 'classics', 'novels', 'amazon', 'fiction', 'historical-fiction', '20th-century', 'adult', 'historical'}"
9129,the ancient east,"{'history', 'classics', 'reference', 'amazon', 'fiction', 'historical-fiction', 'politics', 'school', 'non-fiction', 'read-for-school', 'historical'}"
9130,ecce homo,"{'history', 'biography', 'classics', 'religion', 'psychology', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'memoir', 'non-fiction', 'unfinished'}"
9131,an enquiry concerning human understanding,"{'education', 'history', 'classics', 'religion', 'psychology', 'reference', 'philosophy', 'fiction', 'politics', '20th-century', 'science', 'essays', 'school', 'non-fiction', 'literature', 'read-for-school', 'unfinished', 'college'}"
9132,life and letters of maria edgeworth,"{'history', 'biography', 'classics', 'literature', 'fiction', 'essays', 'memoir'}"
9133,effi briest,"{'romance', 'literary-fiction', 'drama', 'history', 'roman', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'love', 'school', 'adult', 'read-for-school'}"
9134,english fairy tales,"{'classics', 'science-fiction', 'reference', 'fantasy', 'mythology', 'amazon', 'fiction', 'short-stories', 'literature', 'childrens', '20th-century', 'school', 'non-fiction', 'young-adult'}"
9135,the english governess at the siamese court,"{'classics', 'fiction', 'love', 'feminism'}"
9136,die einsamen,"{'crime', 'mystery', 'mystery-thriller', 'novels', 'fiction', 'thriller'}"
9137,roemische elegien,"{'romance', 'roman', 'erotica', 'classics', 'travel', 'mythology', 'fiction', 'poetry', 'art'}"
9138,the elect lady,"{'christian', 'history', 'classics', 'literature', 'fiction', 'historical-fiction', 'comedy', 'unfinished', 'spirituality', 'historical'}"
9139,impressions and comments,"{'fiction', 'psychology'}"
9140,eleanor,"{'contemporary', 'literary-fiction', 'roman', 'family', 'novels', 'literature', 'fiction', 'adult-fiction', 'unfinished', 'realistic-fiction', 'adult', 'non-fiction', 'drama', 'american', 'humor'}"
9141,an enemy to the king,{'fiction'}
9142,the enormous room,"{'romance', 'history', 'biography', 'classics', 'modern', 'novels', 'literature', 'fiction', 'historical-fiction', 'war', '20th-century', 'memoir', 'non-fiction', 'unfinished', 'poetry', 'american', 'historical'}"
9143,evils of popular ignorance,"{'philosophy', 'essays'}"
9144,ezra pound his metric and poetry,"{'history', 'biography', 'writing', 'classics', 'modern', 'literature', 'fiction', '20th-century', 'essays', 'memoir', 'non-fiction', 'unfinished', 'poetry', 'american'}"
9145,early poems of tennyson,"{'classics', 'amazon', 'fiction', 'literature', '20th-century', 'comedy', 'poetry'}"
9146,de ondergang der eerste wareld,"{'literature', 'poetry'}"
9147,ester ried yet speaking,"{'literary-fiction', 'christian', 'family', 'fiction', 'realistic-fiction'}"
9148,fundamenta krestomatio,{'poetry'}
